Mean,STD ,CoV,CF,Average,SS25,SS75,sum5Hz,maxFreq,LOA,Skew,Kurt,ZCR,cwtmean,cwtvar
1.0451,0.16566,8.7001,1.2862,1.0505,1.556,7.0322,0.48702,0.25,0.40698,0.32129,0.39922,0.6,0.0041488,0.0026431
1.1156,0.23712,6.4819,2.0335,1.1207,1.6086,7.512,0.78981,1,0.42862,0.25181,0.51844,0.86023,0.0092282,0.0068424
1.0535,0.18737,7.7337,1.9961,1.0598,1.4062,7.0772,0.59289,0.625,0.39701,0.19917,0.44947,0.70711,0.0052262,0.004289
1.0526,0.15428,11.818,2.4448,1.0583,1.7178,7.1874,0.37833,0.875,0.42974,0.24273,0.46794,0.72801,0.0042725,0.0015355
1.0954,0.22959,6.3024,2.3433,1.0999,1.7362,6.8823,0.73202,0.25,0.63758,0.4291,0.48134,0.44721,0.0058397,0.0068357
1.007,0.19004,6.7744,1.7106,1.0123,1.3549,6.2851,0.62399,0.25,0.1661,0.31164,0.35661,0.56569,0.0035502,0.0048208
1.0412,0.17693,8.0784,2.2663,1.0478,1.6817,6.7633,0.5542,0.5,0.22858,0.35733,0.48865,0.64031,0.0053779,0.0036995
1.0154,0.22913,5.6363,1.4757,1.0203,1.3239,5.9781,0.7697,0.875,0.38837,0.33971,0.38584,0.89443,0.0012151,0.0075206
1.0723,0.26577,5.6549,2.4424,1.0832,1.5591,6.6376,0.80186,0.375,0.17671,0.34354,0.41041,0.70711,0.0079695,0.0069597
1.0716,0.28768,4.8645,2.4815,1.0835,1.0632,6.8559,0.82659,1,0.51869,0.41653,0.47207,0.88318,0.0062347,0.0087198
0.99295,0.17109,7.6921,1.4769,0.99655,1.2999,6.0179,0.52137,0.5,0.19391,0.38631,0.43201,0.64031,0.0061356,0.0036633
1.1494,0.30046,5.0901,1.7772,1.1612,1.4628,7.9616,0.90499,1,0.74165,0.32288,0.51981,0.98995,0.010234,0.0069002
1.042,0.33724,3.933,1.7672,1.0596,0.9977,6.4061,1.095,0.5,0.12727,0.55209,0.597,0.71414,0.0069082,0.012401
1.1041,0.24242,6.2589,2.7469,1.1086,1.3923,7.2227,0.89128,0.125,0.5318,0.48132,0.52207,0.31623,0.0030831,0.0037098
1.1012,0.33843,4.5999,2.3982,1.1093,1.4184,6.3366,1.1592,0.5,0.077088,0.47259,0.53159,0.5,0.0083723,0.012538
1.097,0.25042,5.5134,1.7422,1.1033,1.4402,7.0636,0.66885,1,0.36909,0.22531,0.48131,0.67082,0.0028341,0.0068346
1.0357,0.20362,7.0267,2.2496,1.0412,1.5466,6.6312,0.76547,0.25,0.41141,0.64394,0.68805,0.5,0.0052104,0.0050484
1.0673,0.1934,7.8722,1.9346,1.0726,1.6318,6.9137,0.6249,0.375,0.23605,0.21212,0.35248,0.64031,0.0023025,0.0049191
1.0306,0.15768,8.983,2.2874,1.0333,1.4075,6.6432,0.50119,0.75,0.50145,0.20002,0.42499,0.53852,0.007957,0.0030401
1.059,0.18249,9.0785,2.1454,1.0673,1.5738,7.2507,0.49125,0.75,0.1607,0.41488,0.45329,0.76158,0.0052544,0.0031652
0.98948,0.20099,8.0124,2.0037,0.99993,1.2849,6.2967,0.5361,0.875,0.23254,0.26139,0.41279,0.70711,0.0071646,0.0040298
1.1019,0.1419,10.916,2.0534,1.105,1.8939,7.8195,0.46352,0.375,0.22824,0.44277,0.53522,0.64031,0.0016873,0.0023433
0.98709,0.14811,11.479,2.3698,0.993,1.4588,6.4122,0.36451,0.125,0.082637,0.2979,0.44873,0.86023,0.0033784,0.002127
1.1313,0.19545,8.5975,2.2325,1.1371,1.8968,7.9273,0.50311,0.875,0.38389,0.22599,0.34672,0.78102,0.0038276,0.0039862
1.1184,0.32969,4.3701,2.5488,1.1311,1.5778,7.1436,1.1501,0.625,0.13414,0.54039,0.60546,0.56569,0.0064223,0.011365
0.97752,0.18034,7.4135,2.4594,0.98484,1.2807,6.0955,0.57513,0.5,0.28835,0.26376,0.48509,0.56569,0.0013628,0.0037009
1.098,0.2567,5.7682,1.7144,1.1058,1.49,7.1222,0.84356,0.625,0.20388,0.32709,0.40773,0.64031,0.0076516,0.0085296
1.1159,0.26017,6.5139,1.9404,1.1252,1.426,7.8462,0.93027,0.875,0.24983,0.52074,0.59464,0.72111,0.0070209,0.0074175
1.1172,0.29796,5.2708,1.9818,1.1291,1.4079,6.9826,1.0283,0.5,0.24629,0.59102,0.6241,0.5831,0.0034099,0.0093412
1.0896,0.19418,8.8332,2.1655,1.0993,1.8897,7.4789,0.45471,1,0.39792,0.62169,0.69221,0.63246,0.0035802,0.0034849
1.0384,0.15864,9.3434,1.681,1.0438,1.6521,6.9027,0.47224,0.625,0.1104,0.23436,0.44575,0.5,0.0061709,0.0025309
1.0355,0.16871,8.5295,1.9971,1.0412,1.6,6.7364,0.4847,0.125,0.50957,0.52779,0.6306,0.3,0.0019666,0.0020981
0.93883,0.23954,7.3161,2.326,0.94616,0.96907,5.0721,0.82644,0.375,0.28113,0.21903,0.33606,0.5831,0.0046607,0.0050793
0.98431,0.17348,9.2416,1.9061,0.98824,1.234,5.9105,0.62895,0.25,0.63437,0.21291,0.3822,0.41231,0.00097305,0.0039931
0.98283,0.28616,4.8865,2.3334,0.99023,1.2328,5.4473,0.97819,0.625,0.43093,0.53052,0.61663,0.72111,0.0029967,0.010958
1.0673,0.41861,3.5697,2.0816,1.0923,0.89709,6.4336,1.3149,1,0.2455,0.21968,0.44926,0.5099,0.015654,0.020222
1.0627,0.28191,5.4014,1.7267,1.0742,1.0874,6.9863,0.70952,1,0.42591,0.24933,0.36725,0.63246,0.0049652,0.0090456
1.0637,0.17902,9.8502,1.6971,1.0728,1.7334,7.4051,0.44917,0.5,0.25191,0.43177,0.55419,0.4,0.0035571,0.002224
0.99958,0.29015,5.5375,1.8255,1.0121,0.96826,6.0965,0.86228,1,0.19638,0.61791,0.71314,0.63246,0.0088312,0.010587
1.0515,0.16153,9.4749,1.8992,1.0552,1.553,7.0823,0.43747,1,0.37218,0.19827,0.33094,0.6,0.0030689,0.0027021
1.0295,0.19323,7.2252,1.7454,1.0328,1.2366,6.5531,0.57455,0.875,0.43497,0.09357,0.42877,0.7,0.0043272,0.0041328
1.1128,0.16636,9.9817,1.8029,1.1178,1.9332,7.7928,0.45792,0.375,0.20147,0.35719,0.43444,0.3,0.0047702,0.0028765
0.97989,0.1945,7.8277,1.8872,0.98903,1.2722,6.0948,0.52387,1,0.19678,0.24462,0.34591,0.44721,0.0051427,0.0036829
1.0428,0.14076,11.103,1.8707,1.046,1.6114,6.971,0.38706,0.625,0.29906,0.11254,0.34111,0.4,0.0019717,0.0019029
0.98868,0.29525,4.4869,1.9661,1.0039,0.96568,5.9949,0.82951,0.625,0.42379,0.32371,0.38022,0.75498,0.0060488,0.010226
1.0148,0.14239,9.9995,1.8063,1.0187,1.523,6.6752,0.46402,0.25,0.063027,0.11502,0.48663,0.5,0.0040349,0.0025379
1.0809,0.11781,20.096,1.7952,1.085,2.014,7.8104,0.19665,0.625,0.4168,0.38234,0.46166,0.5,0.0024107,0.0014687
1.0244,0.29327,5.4375,2.3436,1.0336,1.0712,6.1122,0.90141,0.25,0.52063,0.37577,0.51745,0.3,0.0078653,0.0077462
1.0319,0.24977,5.7389,1.8428,1.0354,1.0868,5.9016,0.79332,0.625,0.35171,0.094579,0.47278,0.6,0.007476,0.0087148
1.0396,0.22108,7.838,2.3101,1.0462,1.2419,6.6108,0.57555,1,0.45058,0.22701,0.48824,0.53852,0.0045207,0.0041882
0.98549,0.2146,7.3856,1.7905,0.99385,1.3372,5.8049,0.54779,0.75,0.081787,0.27088,0.3762,0.4,0.0018075,0.0049242
0.95835,0.19233,6.8984,1.5043,0.96321,1.0547,5.5543,0.60987,0.5,0.18842,0.40303,0.52222,0.70711,0.0079306,0.0040671
0.94173,0.28406,5.1249,1.9637,0.94951,0.63576,5.279,0.87667,0.5,0.48478,0.16636,0.36069,0.64031,0.0079068,0.01203
1.0041,0.18649,7.5926,1.8594,1.0098,1.3364,6.085,0.57713,0.75,0.23274,0.10344,0.35646,0.53852,0.0070018,0.0044418
1.0144,0.20248,6.79,1.7734,1.0198,1.2209,6.4396,0.68242,0.75,0.45644,0.383,0.49032,0.7,0.0047829,0.0050298
1.1271,0.22771,7.2202,2.2677,1.1355,1.8661,7.8101,0.66554,0.875,0.28618,0.65168,0.71343,0.8,0.00337,0.0052129
0.99451,0.22268,6.3224,2.0309,1,1.1959,5.6904,0.68219,0.75,0.45928,0.17944,0.36545,0.7,0.0075542,0.0065468
1.0882,0.23149,6.825,1.7107,1.092,1.3323,6.8774,0.75993,0.25,0.2744,0.18365,0.38059,0.28284,0.0024965,0.0066146
1.0485,0.22424,6.6434,2.2473,1.0567,1.5416,6.6303,0.66636,1,0.22855,0.31043,0.44513,0.44721,0.002795,0.0042897
1.0836,0.2169,6.986,0.92198,1.0897,1.5567,6.9838,0.8059,0.875,0.37464,0.10606,0.34956,0.63246,0.0058189,0.0063804
1.0699,0.14625,10.195,1.0134,1.073,1.6674,7.2913,0.45264,0.75,0.47905,0.33362,0.48266,0.5,0.0068377,0.0026091
1.0484,0.18687,14.392,1.2721,1.0611,1.9508,7.3445,0.30166,0.25,0.34785,0.32826,0.38923,0.44721,0.0075976,0.0044923
1.0304,0.24531,7.1495,2.0331,1.043,1.1394,6.7059,0.70345,1,0.26545,0.77245,0.80981,0.53852,0.0037323,0.0060781
1.0862,0.3493,4.4063,2.4097,1.105,1.4054,6.4304,1.1806,0.75,0.35277,0.30217,0.44707,0.60828,0.0056112,0.016287
1.0526,0.15153,11.98,2.0915,1.0581,1.7132,7.1846,0.4066,0.75,0.22743,0.34536,0.53057,0.5,0.0059701,0.0025468
1.2443,0.44695,3.7462,2.398,1.262,1.588,7.7546,1.5486,0.5,0.24082,0.65222,0.61727,0.31623,0.013489,0.021194
1.0244,0.2092,6.7431,2.9043,1.0304,1.549,6.2676,0.64914,0.5,0.082901,0.57596,0.58684,0.56569,0.0055684,0.0054809
1.1615,0.45411,3.6827,1.9009,1.1827,0.93458,8.7871,1.8643,0.375,0.31144,0.60768,0.61056,0.56569,0.018173,0.032726
1.0608,0.31428,4.6117,1.7815,1.0731,1.0125,6.6376,0.8356,1,0.12544,0.18657,0.40682,0.5,0.0013756,0.0058254
1.1028,0.27683,5.8134,1.3386,1.1153,1.3676,7.3356,0.86308,0.125,0.34642,0.44448,0.54263,0.56569,0.005264,0.0070167
0.96165,0.33119,3.9655,1.1349,0.96904,0.68878,4.8995,1.1678,0.375,0.27834,0.13772,0.37338,0.5,0.0068171,0.014767
0.99254,0.3226,4.5475,1.9582,1.0036,0.79429,5.7135,1.2045,0.125,0.32446,0.2517,0.41317,0.72111,0.0074636,0.011103
1.0819,0.36444,4.1465,2.1503,1.0989,1.4099,6.5929,1.3679,0.375,0.56033,0.80164,0.80255,0.83066,0.010162,0.0165
1.0176,0.29104,4.9465,2.1464,1.0256,0.86213,6.1281,1.1218,0.25,0.5445,0.2566,0.45311,0.76158,0.0066729,0.011781
1.0224,0.27615,5.0404,1.0151,1.032,1.1118,5.9132,0.96582,0.875,0.30776,0.24233,0.37043,0.78102,0.0024517,0.0088821
1.0334,0.23127,5.8953,1.6574,1.0418,1.22,6.5815,0.79127,0.375,0.3502,0.31612,0.45115,0.36056,0.0039377,0.0057648
1.1421,0.27159,6.3076,1.9374,1.1556,1.5397,8.1594,0.77723,0.625,0.041588,0.21354,0.50874,0.64031,0.0081395,0.0086277
1.1888,0.29152,5.5868,0.87245,1.1983,1.6123,8.144,1.1363,0.875,0.15516,0.15887,0.37927,0.5831,0.007106,0.0097155
1.1151,0.32879,6.9433,1.2388,1.129,1.4535,6.7193,0.97696,0.875,0.42124,0.2354,0.48214,0.56569,0.0082815,0.014264
1.0157,0.28234,5.779,0.91296,1.0336,1.271,6.2021,0.77079,0.125,0.46671,0.26751,0.40671,0.5099,0.010532,0.0069141
1.3119,0.38901,5.6791,0.8736,1.3185,1.6681,9.1928,1.2764,1,0.59883,0.32974,0.40924,0.92195,0.015674,0.020739
1.144,0.20228,8.6334,1.5348,1.1524,1.8424,8.3861,0.52221,0.375,0.41946,0.34154,0.42184,0.78102,0.0022599,0.0045273
1.0908,0.27652,5.602,0.82603,1.0945,1.1151,6.9548,1.0976,0.25,0.60606,0.18406,0.37371,0.5,0.005644,0.0129
1.0905,0.2702,5.2049,1.5725,1.0991,1.1603,7.0712,0.89121,0.125,0.53092,0.41095,0.49441,0.31623,0.0039521,0.0050294
1.009,0.31104,4.2615,1.3863,1.02,1.2724,5.9729,1.1724,0.25,0.23565,0.61496,0.70313,0.53852,0.0091509,0.011611
1.0925,0.1579,8.6032,0.94409,1.0948,1.5888,7.7108,0.54775,0.25,0.65874,0.27868,0.38139,0.4,0.0016392,0.0037955
1.1217,0.36262,5.0237,2.4111,1.1457,1.4141,7.2766,0.95855,0.625,0.5348,0.35081,0.42318,0.53852,0.0058542,0.014231
0.83558,0.40783,2.5865,1.7563,0.86721,0.4091,3.6047,1.4385,0.75,0.50171,0.25104,0.33435,0.8124,0.0093117,0.016898
0.97711,0.30592,5.1748,2.1205,1.0016,1.063,6.0361,0.68356,1,0.23812,0.24163,0.32989,0.76811,0.0072598,0.0060684
