x,y,z,class
0.292,-1.016,0.1,Standing
0.272,-1.024,0.112,Standing
0.292,-1.02,0.1,Standing
0.256,-1.024,0.088,Standing
0.244,-1.04,0.092,Standing
0.252,-1.028,0.08,Standing
0.252,-1.032,0.112,Standing
0.236,-1.04,0.096,Standing
0.244,-1.016,0.072,Standing
0.268,-1.04,0.1,Standing
0.24,-1.032,0.08,Standing
0.232,-1.04,0.088,Standing
0.248,-1.024,0.1,Standing
0.252,-1.028,0.112,Standing
0.256,-1.028,0.116,Standing
0.264,-1.036,0.116,Standing
0.244,-1.032,0.104,Standing
0.252,-1.024,0.12,Standing
0.252,-1.028,0.116,Standing
0.28,-1.032,0.112,Standing
0.308,-1,0.108,Standing
0.272,-1.028,0.124,Standing
0.28,-1.02,0.128,Standing
0.272,-1.024,0.116,Standing
0.268,-1.02,0.128,Standing
0.304,-1.004,0.116,Standing
0.276,-1.024,0.116,Standing
0.288,-1.008,0.104,Standing
0.288,-1.02,0.112,Standing
0.28,-1.024,0.104,Standing
0.3,-1.016,0.108,Standing
0.288,-1.024,0.104,Standing
0.304,-1.024,0.092,Standing
0.288,-1.024,0.112,Standing
0.304,-1.012,0.108,Standing
0.3,-1.008,0.104,Standing
0.328,-1,0.1,Standing
0.336,-1.004,0.084,Standing
0.324,-0.996,0.084,Standing
0.32,-1.012,0.088,Standing
0.32,-1.012,0.1,Standing
0.332,-1.008,0.1,Standing
0.3,-1.016,0.096,Standing
0.312,-1.02,0.108,Standing
0.344,-1,0.104,Standing
0.316,-1.02,0.12,Standing
0.316,-1.012,0.12,Standing
0.328,-1.012,0.104,Standing
0.308,-1.016,0.12,Standing
0.288,-1.024,0.108,Standing
0.304,-1.02,0.112,Standing
0.28,-1.016,0.12,Standing
0.28,-1.02,0.12,Standing
0.28,-1.024,0.112,Standing
0.296,-1.02,0.096,Standing
0.292,-1.02,0.128,Standing
0.324,-1.02,0.112,Standing
0.328,-1.012,0.112,Standing
0.312,-1.016,0.116,Standing
0.312,-1.02,0.1,Standing
0.308,-1.012,0.116,Standing
0.304,-1.02,0.104,Standing
0.292,-1.016,0.108,Standing
0.288,-1.012,0.116,Standing
0.288,-1.008,0.124,Standing
0.292,-1.024,0.108,Standing
0.28,-1.024,0.144,Standing
0.276,-1.024,0.116,Standing
0.28,-1.008,0.124,Standing
0.26,-1.032,0.12,Standing
0.272,-1.028,0.124,Standing
0.3,-1.016,0.12,Standing
0.32,-1.008,0.124,Standing
0.348,-1.012,0.14,Standing
0.328,-1.008,0.148,Standing
0.308,-1.008,0.128,Standing
0.3,-1.012,0.124,Standing
0.3,-1.012,0.124,Standing
0.304,-1.012,0.128,Standing
0.3,-1.016,0.12,Standing
0.3,-1.016,0.14,Standing
0.292,-1.016,0.124,Standing
0.3,-1.016,0.128,Standing
0.296,-1.024,0.136,Standing
0.26,-0.988,0.18,Standing
0.3,-1.004,0.172,Standing
0.292,-1.024,0.144,Standing
0.276,-1.028,0.108,Standing
0.264,-1.016,0.136,Standing
0.272,-1.02,0.132,Standing
0.284,-1.028,0.124,Standing
0.276,-1.028,0.124,Standing
0.296,-1.016,0.124,Standing
0.3,-1.016,0.128,Standing
0.308,-1.012,0.128,Standing
0.304,-1.016,0.14,Standing
0.3,-1.016,0.128,Standing
0.304,-1.016,0.124,Standing
0.3,-1.016,0.136,Standing
0.296,-1.012,0.132,Standing
0.292,-1.02,0.116,Standing
0.288,-1.02,0.128,Standing
0.288,-1.012,0.128,Standing
0.296,-1.012,0.124,Standing
0.28,-1.02,0.116,Standing
0.292,-1.016,0.136,Standing
0.296,-1.02,0.14,Standing
0.316,-1.008,0.128,Standing
0.296,-1.004,0.14,Standing
0.308,-1.016,0.124,Standing
0.324,-1.004,0.156,Standing
-0.048,-1.052,0.004,Standing
-0.044,-1.064,-0.044,Standing
-0.064,-1.056,-0.08,Standing
-0.06,-1.06,-0.044,Standing
-0.052,-1.064,-0.02,Standing
-0.084,-1.056,-0.048,Standing
-0.088,-1.056,-0.048,Standing
-0.06,-1.048,-0.044,Standing
-0.108,-1.056,-0.032,Standing
-0.072,-1.048,-0.012,Standing
-0.136,-0.996,-0.16,Standing
-0.108,-1.076,-0.072,Standing
-0.076,-1.056,-0.04,Standing
-0.068,-1.052,-0.02,Standing
-0.068,-1.032,-0.02,Standing
-0.076,-1.044,-0.016,Standing
-0.048,-1.064,-0.024,Standing
-0.048,-1.044,-0.028,Standing
-0.056,-1.06,-0.036,Standing
-0.056,-1.048,-0.036,Standing
-0.06,-1.056,-0.032,Standing
-0.06,-1.06,-0.028,Standing
-0.06,-1.052,-0.036,Standing
-0.056,-1.06,-0.032,Standing
-0.048,-1.064,-0.028,Standing
-0.06,-1.06,-0.012,Standing
-0.052,-1.064,-0.02,Standing
-0.056,-1.048,-0.028,Standing
-0.052,-1.056,-0.024,Standing
-0.052,-1.04,-0.02,Standing
-0.04,-1.036,-0.048,Standing
-0.132,-1.048,-0.012,Standing
-0.008,-1.064,-0.064,Standing
-0.096,-1.036,0.008,Standing
0.008,-1.136,-0.032,Standing
-0.064,-1.032,0,Standing
-0.024,-1.048,0.056,Standing
-0.004,-1.056,0.052,Standing
0.004,-1.06,0.044,Standing
0,-1.052,0.028,Standing
-0.004,-1.06,0.052,Standing
-0.02,-1.052,0.028,Standing
-0.044,-1.052,0.016,Standing
-0.04,-1.048,-0.024,Standing
-0.028,-1.056,-0.016,Standing
-0.012,-1.06,0,Standing
-0.008,-1.048,0.04,Standing
-0.004,-1.056,0.048,Standing
-0.048,-1.048,0.04,Standing
-0.056,-1.048,-0.004,Standing
0,-1.06,-0.032,Standing
-0.044,-1.016,-0.052,Standing
-0.02,-1.056,-0.02,Standing
-0.044,-1.06,0.008,Standing
-0.06,-1.06,-0.008,Standing
-0.108,-1.064,-0.064,Standing
-0.12,-1.056,-0.1,Standing
-0.144,-1.032,-0.128,Standing
-0.096,-1.056,-0.116,Standing
-0.084,-1.052,0.028,Standing
-0.024,-1.044,-0.068,Standing
-0.016,-1.064,-0.052,Standing
-0.008,-1.092,-0.068,Standing
0,-1.064,-0.008,Standing
-0.02,-1.056,-0.024,Standing
-0.012,-1.064,-0.008,Standing
-0.012,-1.06,-0.008,Standing
0.012,-1.06,-0.004,Standing
-0.004,-1.032,0.004,Standing
-0.008,-1.044,-0.032,Standing
-0.04,-1.052,-0.016,Standing
-0.012,-1.024,-0.024,Standing
-0.032,-1.048,-0.048,Standing
0,-1.096,-0.036,Standing
-0.032,-1.088,0.02,Standing
0,-1.056,0.04,Standing
0.012,-1.06,0.04,Standing
0.004,-1.056,0.024,Standing
0.012,-1.064,0.012,Standing
0,-1.052,0.02,Standing
0,-1.06,0.024,Standing
0.012,-1.056,0.02,Standing
0.012,-1.048,0.024,Standing
0.004,-1.056,0.016,Standing
0.036,-1.084,0.004,Standing
-0.012,-1.072,0,Standing
0.008,-1.072,0,Standing
0,-1.068,0.004,Standing
0.036,-1.088,0.024,Standing
-0.016,-1.064,0.044,Standing
0.012,-1.068,0.04,Standing
0,-1.052,0.028,Standing
0.056,-1.04,0.108,Standing
-0.012,-1.048,0.104,Standing
-0.004,-1.044,0.06,Standing
0.004,-1.056,0.08,Standing
0.008,-1.056,0.08,Standing
0.02,-1.052,0.064,Standing
0.004,-1.056,0.028,Standing
0.004,-1.052,0.036,Standing
0.02,-1.06,0.024,Standing
0,-1.052,0.036,Standing
-0.004,-1.056,0.032,Standing
0,-1.056,-0.004,Standing
0,-1.072,0.008,Standing
-0.036,-1.024,0.028,Standing
-0.02,-1.056,0.02,Standing
-0.008,-1.064,0.044,Standing
0.012,-1.068,-0.012,Standing
-0.012,-1.052,0.036,Standing
0.004,-1.068,0.012,Standing
-0.016,-1.064,0.008,Standing
-0.024,-1.06,-0.004,Standing
-0.024,-1.056,0,Standing
-0.016,-1.06,0.016,Standing
-0.036,-1.064,0.008,Standing
-0.02,-1.064,0.012,Standing
-0.016,-1.072,0.024,Standing
-0.032,-1.056,0.012,Standing
-0.032,-1.044,0.016,Standing
-0.02,-1.06,0.016,Standing
-0.032,-1.06,0.012,Standing
-0.024,-1.064,0.016,Standing
-0.02,-1.056,0.02,Standing
-0.024,-1.044,0.016,Standing
-0.024,-1.06,0.004,Standing
-0.024,-1.06,0.012,Standing
-0.024,-1.06,0.02,Standing
-0.032,-1.052,0.016,Standing
-0.024,-1.056,0.012,Standing
-0.02,-1.056,0.004,Standing
-0.012,-1.06,0.016,Standing
-0.016,-1.06,0.012,Standing
-0.02,-1.06,0.028,Standing
-0.032,-1.06,0.004,Standing
-0.032,-1.052,0.012,Standing
-0.024,-1.052,0.008,Standing
-0.02,-1.072,0.02,Standing
-0.032,-1.064,0.02,Standing
-0.024,-1.06,0.016,Standing
-0.032,-1.052,0.024,Standing
-0.04,-1.056,0.024,Standing
-0.024,-1.056,0.012,Standing
-0.02,-1.052,0.036,Standing
-0.024,-1.06,0.036,Standing
-0.044,-1.056,0.036,Standing
-0.028,-1.052,0.024,Standing
-0.028,-1.064,0.024,Standing
-0.036,-1.052,0.032,Standing
-0.028,-1.056,0.02,Standing
-0.016,-1.044,0.024,Standing
-0.032,-1.048,0.036,Standing
-0.032,-1.064,0.024,Standing
-0.024,-1.06,0.016,Standing
-0.02,-1.056,0.036,Standing
-0.032,-1.056,0.04,Standing
-0.024,-1.052,0.024,Standing
-0.016,-1.056,0.016,Standing
-0.012,-1.056,0.028,Standing
-0.024,-1.06,0.02,Standing
-0.008,-1.056,0.02,Standing
0.004,-1.064,0.028,Standing
-0.016,-1.052,0.012,Standing
0,-1.064,0.02,Standing
-0.008,-1.056,0,Standing
-0.008,-1.072,0.008,Standing
-0.012,-1.064,0.004,Standing
-0.02,-1.06,0.008,Standing
-0.024,-1.052,0,Standing
-0.02,-1.056,0.012,Standing
-0.012,-1.056,0.008,Standing
-0.036,-1.056,0.008,Standing
-0.028,-1.056,0,Standing
-0.02,-1.052,0.016,Standing
-0.024,-1.056,0.004,Standing
-0.024,-1.06,0.008,Standing
-0.024,-1.06,0.004,Standing
-0.032,-1.068,0.024,Standing
-0.028,-1.056,0.02,Standing
-0.016,-1.056,0.024,Standing
-0.02,-1.06,0.028,Standing
-0.016,-1.056,0.028,Standing
-0.024,-1.048,0.028,Standing
-0.024,-1.056,0.032,Standing
-0.032,-1.068,0.004,Standing
-0.052,-1.052,0,Standing
-0.012,-1.064,0,Standing
-0.06,-1.048,0.012,Standing
-0.076,-1.084,-0.012,Standing
-0.016,-1.052,0.008,Standing
0,-1.08,0.008,Standing
-0.012,-1.048,-0.012,Standing
-0.02,-1.052,0.016,Standing
-0.004,-1.048,0.076,Standing
0.004,-1.044,0.092,Standing
0,-1.048,0.044,Standing
-0.008,-1.044,0.056,Standing
-0.024,-1.056,0.032,Standing
-0.036,-1.048,0.044,Standing
0,-1.064,0,Standing
-0.048,-1.044,0,Standing
-0.052,-1.048,-0.016,Standing
-0.032,-1.056,-0.012,Standing
-0.048,-1.064,0.008,Standing
-0.028,-1.064,0.016,Standing
-0.008,-1.048,0.012,Standing
-0.044,-1.068,-0.004,Standing
-0.028,-1.068,0.024,Standing
-0.016,-1.06,0.016,Standing
-0.012,-1.06,0,Standing
-0.008,-1.056,-0.008,Standing
-0.028,-1.052,-0.008,Standing
0.004,-1.072,-0.04,Standing
-0.028,-1.064,-0.004,Standing
-0.028,-1.064,-0.008,Standing
-0.024,-1.052,-0.008,Standing
-0.048,-1.056,0.008,Standing
-0.032,-1.068,0.004,Standing
-0.052,-1.056,0.004,Standing
-0.032,-1.06,-0.008,Standing
-0.032,-1.052,-0.008,Standing
-0.04,-1.052,-0.008,Standing
-0.044,-1.06,0,Standing
-0.036,-1.064,-0.016,Standing
-0.044,-1.06,-0.004,Standing
-0.032,-1.064,-0.012,Standing
-0.02,-1.06,-0.016,Standing
-0.032,-1.056,-0.004,Standing
-0.032,-1.064,0,Standing
-0.028,-1.056,-0.008,Standing
-0.032,-1.06,-0.008,Standing
-0.032,-1.064,0,Standing
-0.016,-1.068,-0.008,Standing
-0.02,-1.064,-0.004,Standing
-0.04,-1.052,-0.004,Standing
-0.032,-1.064,0,Standing
-0.032,-1.048,-0.004,Standing
-0.044,-1.06,0.004,Standing
-0.04,-1.064,0.012,Standing
-0.02,-1.064,-0.004,Standing
-0.004,-1.068,0,Standing
-0.02,-1.052,0.004,Standing
-0.02,-1.056,0,Standing
0,-1.06,-0.008,Standing
-0.008,-1.064,0.004,Standing
-0.004,-1.064,0.008,Standing
-0.028,-1.064,0.004,Standing
-0.036,-1.056,-0.028,Standing
-0.028,-1.064,-0.012,Standing
-0.02,-1.064,-0.02,Standing
-0.032,-1.052,-0.016,Standing
-0.016,-1.056,-0.02,Standing
0,-1.072,-0.036,Standing
-0.02,-1.048,-0.032,Standing
0,-1.068,-0.024,Standing
-0.016,-1.056,-0.016,Standing
-0.02,-1.072,-0.004,Standing
-0.016,-1.064,-0.008,Standing
-0.016,-1.056,-0.02,Standing
-0.028,-1.056,-0.008,Standing
-0.02,-1.06,-0.004,Standing
-0.024,-1.06,-0.012,Standing
-0.02,-1.056,-0.008,Standing
-0.024,-1.06,-0.024,Standing
-0.016,-1.072,-0.016,Standing
-0.044,-1.06,-0.02,Standing
-0.036,-1.044,-0.02,Standing
-0.036,-1.056,-0.032,Standing
-0.032,-1.06,-0.012,Standing
-0.04,-1.056,-0.02,Standing
-0.028,-1.064,-0.012,Standing
-0.024,-1.064,-0.02,Standing
-0.028,-1.06,-0.016,Standing
-0.024,-1.064,-0.016,Standing
-0.028,-1.06,-0.02,Standing
-0.024,-1.06,-0.016,Standing
-0.016,-1.06,-0.032,Standing
-0.008,-1.056,-0.024,Standing
-0.036,-1.06,-0.02,Standing
-0.04,-1.056,-0.032,Standing
-0.016,-1.068,-0.016,Standing
-0.02,-1.064,-0.012,Standing
-0.092,-1.06,-0.008,Standing
-0.012,-1.048,0.016,Standing
-0.016,-1.06,0.016,Standing
-0.016,-1.056,0.016,Standing
-0.036,-1.048,0.032,Standing
-0.016,-1.072,0.008,Standing
-0.016,-1.06,0.012,Standing
-0.024,-1.064,0.012,Standing
-0.012,-1.06,0.012,Standing
-0.012,-1.056,0.032,Standing
-0.004,-1.056,0.024,Standing
-0.008,-1.064,0.016,Standing
-0.004,-1.052,0.024,Standing
-0.004,-1.072,0.032,Standing
-0.012,-1.064,0.028,Standing
-0.02,-1.052,0.024,Standing
-0.016,-1.048,0.028,Standing
-0.056,-1.08,0.028,Standing
0.452,-0.752,0.524,Standing
0.464,-0.76,0.508,Standing
0.476,-0.756,0.512,Standing
0.416,-0.688,0.56,Standing
0.336,-0.66,0.564,Standing
0.296,-0.704,0.792,Standing
-0.516,-0.784,0.772,Standing
0.068,-0.488,0.636,Standing
0.176,-0.436,0.86,Standing
-0.304,-0.704,0.524,Standing
-0.292,-0.68,0.612,Standing
-0.464,-0.788,0.556,Standing
-0.356,-0.62,0.676,Standing
-0.392,-0.708,0.532,Standing
-0.488,-0.664,0.592,Standing
-0.528,-0.808,0.22,Standing
-0.488,-0.828,0.24,Standing
-0.592,-0.84,0.132,Standing
-0.464,-0.876,0.212,Standing
-0.54,-0.824,0.256,Standing
-0.576,-0.76,0.376,Standing
-0.472,-0.772,0.364,Standing
-0.58,-0.76,0.384,Standing
-0.48,-0.808,0.424,Standing
-0.644,-0.764,0.28,Standing
-0.644,-0.72,0.376,Standing
-0.648,-0.708,0.232,Standing
-0.628,-0.86,0.176,Standing
-0.42,-0.844,0.272,Standing
-0.436,-0.788,0.404,Standing
-0.476,-0.82,0.408,Standing
-0.528,-0.828,0.316,Standing
-0.408,-0.8,0.384,Standing
-0.524,-0.84,0.232,Standing
-0.48,-0.872,0.268,Standing
-0.4,-0.952,0.24,Standing
-0.528,-0.844,0.3,Standing
-0.396,-0.852,0.308,Standing
-0.384,-0.92,0.328,Standing
-0.38,-0.884,0.336,Standing
-0.376,-0.872,0.348,Standing
-0.348,-0.876,0.336,Standing
-0.364,-0.856,0.356,Standing
-0.388,-0.852,0.408,Standing
-0.392,-0.864,0.36,Standing
-0.436,-0.8,0.484,Standing
-0.476,-0.764,0.464,Standing
-0.42,-0.872,0.352,Standing
-0.288,-0.94,0.28,Standing
-0.128,-1.144,0.028,Standing
-0.124,-1.02,0.204,Standing
-0.108,-1.04,0.164,Standing
-0.048,-1.068,0.256,Standing
-0.064,-1.02,0.276,Standing
-0.34,-0.988,0.384,Standing
-0.22,-0.968,0.268,Standing
-0.188,-1.052,0.212,Standing
-0.184,-0.98,0.26,Standing
-0.14,-1.016,0.244,Standing
0.056,-0.988,-0.3,Standing
0.104,-0.672,0.348,Standing
-0.184,-0.94,-0.62,Standing
-0.072,-0.964,-0.42,Standing
-0.188,-0.9,-0.52,Standing
-0.188,-1.036,-0.42,Standing
-0.076,-0.964,-0.528,Standing
-0.088,-0.964,-0.488,Standing
-0.108,-1.012,-0.408,Standing
-0.08,-0.972,-0.428,Standing
-0.008,-1.008,-0.396,Standing
-0.136,-0.936,-0.48,Standing
-0.144,-0.932,-0.496,Standing
-0.148,-0.944,-0.524,Standing
-0.216,-0.944,-0.5,Standing
-0.1,-0.968,-0.48,Standing
-0.132,-0.956,-0.48,Standing
-0.14,-0.944,-0.488,Standing
-0.124,-0.952,-0.472,Standing
-0.108,-0.952,-0.492,Standing
-0.124,-0.956,-0.496,Standing
-0.156,-0.936,-0.472,Standing
-0.16,-0.952,-0.476,Standing
-0.172,-0.94,-0.468,Standing
-0.144,-0.956,-0.492,Standing
-0.16,-0.952,-0.444,Standing
-0.208,-0.992,-0.412,Standing
-0.14,-0.932,-0.468,Standing
-0.128,-0.94,-0.508,Standing
-0.152,-0.96,-0.436,Standing
-0.16,-0.98,-0.42,Standing
-0.136,-0.992,-0.432,Standing
-0.144,-0.988,-0.432,Standing
-0.124,-1.004,-0.38,Standing
-0.14,-0.984,-0.408,Standing
-0.1,-0.984,-0.428,Standing
-0.096,-0.992,-0.416,Standing
-0.084,-1.004,-0.412,Standing
-0.076,-1.004,-0.392,Standing
-0.112,-0.988,-0.428,Standing
-0.1,-0.992,-0.404,Standing
-0.072,-1.028,-0.328,Standing
-0.132,-1.004,-0.364,Standing
-0.104,-1.02,-0.332,Standing
-0.128,-1.02,-0.332,Standing
-0.068,-1.008,-0.344,Standing
-0.072,-1.02,-0.34,Standing
-0.076,-1.02,-0.32,Standing
-0.072,-1.02,-0.32,Standing
-0.068,-1.024,-0.296,Standing
-0.032,-1.024,-0.316,Standing
-0.08,-1.02,-0.312,Standing
-0.076,-1.04,-0.328,Standing
-0.06,-1.016,-0.34,Standing
-0.076,-0.992,-0.368,Standing
-0.084,-1.016,-0.32,Standing
-0.104,-1.036,-0.26,Standing
-0.104,-1.032,-0.268,Standing
-0.076,-1.044,-0.248,Standing
-0.08,-1.036,-0.236,Standing
-0.076,-1.08,-0.14,Standing
-0.068,-1.032,-0.196,Standing
-0.084,-1.056,-0.228,Standing
-0.1,-1.036,-0.264,Standing
-0.108,-1.036,-0.256,Standing
-0.104,-1.036,-0.256,Standing
-0.096,-1.032,-0.272,Standing
-0.144,-1.032,-0.26,Standing
-0.116,-1.036,-0.264,Standing
-0.112,-1.032,-0.252,Standing
-0.12,-1.032,-0.244,Standing
-0.108,-1.02,-0.256,Standing
-0.112,-1.036,-0.228,Standing
-0.136,-1.028,-0.24,Standing
-0.116,-1.04,-0.248,Standing
-0.116,-1.044,-0.26,Standing
-0.092,-1.036,-0.256,Standing
-0.104,-1.036,-0.26,Standing
-0.108,-1.052,-0.264,Standing
-0.124,-1.028,-0.264,Standing
-0.1,-1.028,-0.26,Standing
-0.08,-1.04,-0.264,Standing
-0.104,-1.028,-0.268,Standing
-0.084,-1.032,-0.208,Standing
-0.096,-1.032,-0.26,Standing
-0.064,-1.04,-0.264,Standing
-0.064,-1.028,-0.28,Standing
-0.068,-1.044,-0.26,Standing
-0.076,-1.032,-0.252,Standing
-0.068,-1.036,-0.256,Standing
-0.072,-1.036,-0.256,Standing
-0.052,-1.048,-0.256,Standing
-0.076,-1.036,-0.26,Standing
-0.084,-1.032,-0.244,Standing
-0.076,-1.028,-0.26,Standing
-0.072,-1.04,-0.252,Standing
-0.072,-1.04,-0.252,Standing
-0.052,-1.04,-0.252,Standing
-0.076,-1.064,-0.164,Standing
-0.092,-1.056,-0.204,Standing
-0.064,-1.04,-0.232,Standing
-0.064,-1.056,-0.236,Standing
-0.072,-1.044,-0.224,Standing
-0.092,-1.048,-0.236,Standing
-0.108,-1.036,-0.228,Standing
-0.088,-1.052,-0.228,Standing
-0.092,-1.052,-0.228,Standing
-0.12,-1.024,-0.24,Standing
-0.056,-1.036,-0.24,Standing
-0.084,-1.044,-0.24,Standing
-0.092,-1.048,-0.232,Standing
-0.096,-1.036,-0.228,Standing
-0.104,-1.036,-0.228,Standing
-0.108,-1.044,-0.236,Standing
-0.092,-1.048,-0.224,Standing
-0.084,-1.04,-0.2,Standing
-0.076,-1.04,-0.236,Standing
-0.076,-1.06,-0.244,Standing
-0.08,-1.048,-0.236,Standing
-0.076,-1.052,-0.236,Standing
-0.096,-1.052,-0.224,Standing
-0.104,-1.044,-0.216,Standing
-0.1,-1.036,-0.22,Standing
-0.088,-1.044,-0.22,Standing
-0.076,-1.052,-0.212,Standing
-0.088,-1.044,-0.212,Standing
-0.092,-1.06,-0.216,Standing
-0.08,-1.04,-0.228,Standing
-0.08,-1.04,-0.22,Standing
-0.076,-1.056,-0.228,Standing
-0.076,-1.044,-0.224,Standing
-0.092,-1.048,-0.208,Standing
-0.084,-1.048,-0.208,Standing
-0.084,-1.052,-0.22,Standing
-0.096,-1.04,-0.224,Standing
-0.08,-1.056,-0.22,Standing
-0.08,-1.052,-0.212,Standing
-0.088,-1.04,-0.22,Standing
-0.076,-1.048,-0.216,Standing
-0.076,-1.04,-0.208,Standing
-0.092,-1.036,-0.212,Standing
-0.072,-1.048,-0.232,Standing
-0.076,-1.04,-0.228,Standing
-0.08,-1.052,-0.22,Standing
-0.068,-1.064,-0.224,Standing
-0.048,-1.068,-0.212,Standing
-0.06,-1.048,-0.22,Standing
-0.072,-1.036,-0.232,Standing
-0.064,-1.052,-0.248,Standing
-0.076,-1.048,-0.232,Standing
-0.076,-1.048,-0.228,Standing
-0.076,-1.048,-0.232,Standing
-0.084,-1.044,-0.224,Standing
-0.12,-1.056,-0.224,Standing
-0.06,-1.04,-0.228,Standing
-0.076,-1.048,-0.22,Standing
-0.088,-1.04,-0.22,Standing
-0.096,-1.04,-0.224,Standing
-0.092,-1.04,-0.22,Standing
-0.108,-1.04,-0.244,Standing
-0.096,-1.048,-0.22,Standing
-0.096,-1.044,-0.232,Standing
-0.096,-1.052,-0.2,Standing
-0.112,-1.044,-0.212,Standing
-0.112,-1.04,-0.208,Standing
-0.108,-1.044,-0.216,Standing
-0.088,-1.036,-0.216,Standing
-0.096,-1.044,-0.212,Standing
-0.1,-1.048,-0.216,Standing
-0.104,-1.048,-0.204,Standing
-0.092,-1.028,-0.22,Standing
-0.104,-1.036,-0.196,Standing
-0.092,-1.052,-0.22,Standing
-0.08,-1.04,-0.212,Standing
-0.06,-1.048,-0.22,Standing
-0.06,-1.048,-0.212,Standing
-0.048,-1.048,-0.22,Standing
-0.064,-1.048,-0.2,Standing
-0.024,-1.056,-0.208,Standing
-0.068,-1.056,-0.18,Standing
-0.072,-1.044,-0.188,Standing
-0.076,-1.048,-0.184,Standing
-0.052,-1.052,-0.2,Standing
-0.068,-1.04,-0.208,Standing
-0.088,-1.044,-0.204,Standing
-0.076,-1.052,-0.188,Standing
-0.084,-1.036,-0.196,Standing
-0.076,-1.04,-0.208,Standing
-0.064,-1.052,-0.208,Standing
-0.08,-1.04,-0.208,Standing
-0.088,-1.04,-0.192,Standing
-0.076,-1.044,-0.204,Standing
-0.076,-1.048,-0.204,Standing
-0.1,-1.032,-0.196,Standing
-0.092,-1.048,-0.192,Standing
-0.096,-1.048,-0.188,Standing
-0.08,-1.04,-0.196,Standing
-0.092,-1.052,-0.188,Standing
-0.084,-1.06,-0.204,Standing
-0.096,-1.076,-0.236,Standing
-0.092,-1.048,-0.212,Standing
-0.092,-1.052,-0.2,Standing
-0.104,-1.052,-0.208,Standing
-0.1,-1.04,-0.196,Standing
-0.092,-1.048,-0.192,Standing
-0.1,-1.048,-0.192,Standing
-0.112,-1.044,-0.188,Standing
-0.096,-1.052,-0.204,Standing
-0.096,-1.036,-0.184,Standing
-0.096,-1.036,-0.2,Standing
-0.096,-1.056,-0.196,Standing
-0.092,-1.048,-0.192,Standing
-0.104,-1.04,-0.188,Standing
-0.1,-1.048,-0.196,Standing
-0.084,-1.048,-0.196,Standing
-0.072,-1.048,-0.188,Standing
-0.044,-1.052,-0.204,Standing
-0.06,-1.04,-0.204,Standing
-0.056,-1.044,-0.2,Standing
-0.024,-1.084,-0.188,Standing
-0.008,-1.076,-0.196,Standing
-0.036,-1.052,-0.112,Standing
-0.08,-1.052,-0.2,Standing
-0.06,-1.044,-0.204,Standing
-0.064,-1.04,-0.148,Standing
-0.088,-1.056,-0.172,Standing
-0.104,-1.056,-0.196,Standing
-0.08,-1.06,-0.18,Standing
-0.072,-1.072,-0.176,Standing
-0.08,-1.06,-0.176,Standing
-0.088,-1.048,-0.196,Standing
-0.088,-1.044,-0.176,Standing
-0.076,-1.052,-0.184,Standing
-0.064,-1.056,-0.184,Standing
-0.08,-1.052,-0.184,Standing
-0.092,-1.048,-0.18,Standing
-0.088,-1.04,-0.172,Standing
-0.088,-1.056,-0.188,Standing
-0.104,-1.048,-0.176,Standing
-0.08,-1.06,-0.168,Standing
-0.084,-1.056,-0.172,Standing
-0.312,-1.02,0.04,Standing
-0.312,-0.996,0.012,Standing
-0.332,-1,0.032,Standing
-0.336,-0.992,0.04,Standing
-0.272,-1.02,0.024,Standing
-0.276,-1.02,0.016,Standing
-0.26,-1.016,0.02,Standing
-0.296,-1.012,0.024,Standing
-0.268,-1.016,0.028,Standing
-0.28,-1.028,0.048,Standing
-0.22,-1.02,-0.008,Standing
-0.264,-1.004,0.012,Standing
-0.252,-1.024,0.028,Standing
-0.252,-1.02,0.044,Standing
-0.28,-1.004,0.04,Standing
-0.288,-1.008,0.068,Standing
-0.26,-1.032,0.028,Standing
-0.252,-1.02,0.028,Standing
-0.26,-1.024,0.044,Standing
-0.284,-1.012,0.036,Standing
-0.26,-1.016,0.024,Standing
-0.256,-1.016,0.028,Standing
-0.256,-1.024,0.032,Standing
-0.264,-1.02,0.028,Standing
-0.256,-1.024,0.032,Standing
-0.264,-1.02,0.02,Standing
-0.276,-1.016,0.02,Standing
-0.26,-1.016,0.02,Standing
-0.252,-1.036,0.024,Standing
-0.28,-1.016,0.028,Standing
-0.256,-1.024,0.024,Standing
-0.26,-1.02,0.016,Standing
-0.256,-1.024,0.012,Standing
-0.264,-1.024,0.016,Standing
-0.252,-1.024,0.012,Standing
-0.252,-1.028,0.004,Standing
-0.26,-1.02,0.016,Standing
-0.26,-1.028,0.012,Standing
-0.26,-1.024,0.024,Standing
-0.276,-1.024,-0.012,Standing
-0.252,-1.032,0.012,Standing
-0.264,-1.02,-0.02,Standing
-0.28,-1.028,0,Standing
-0.156,-1.04,0.02,Standing
-0.212,-1.028,0,Standing
-0.22,-1.036,0.012,Standing
-0.18,-1.04,0.016,Standing
-0.192,-1.032,0.004,Standing
-0.196,-1.028,0.02,Standing
-0.196,-1.032,0.02,Standing
-0.2,-1.032,0.02,Standing
-0.192,-1.036,0.012,Standing
-0.18,-1.036,0.012,Standing
-0.188,-1.036,0.02,Standing
-0.192,-1.036,0.004,Standing
-0.188,-1.048,0.016,Standing
-0.148,-1.048,0,Standing
-0.188,-1.028,-0.004,Standing
-0.208,-1.032,0.012,Standing
-0.18,-1.036,0.012,Standing
